ia,Field1,id,country,ccode,year,region,protest,protestnum,startday,startmonth,startyear,endday,endmonth,endyear,protesterv,location,participan,protesteri,protesterd,proteste_1,proteste_2,proteste_3,staterespo,stateres_1,stateres_2,stateres_3,stateres_4,stateres_5,stateres_6,sources,notes,particip_1,FID_,FID_1,AD,LOCATION_1,FREQ,COUNTRY_1,MULT,LAT,LON,TYPE,GridIDs
1236,1463,5652012003,Namibia,565,2012,7,1,3,24,2,2012,24,2,2012,0,Keetmanshoop,70,residents,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,10,188,191,Keetmanshoop,5,Namibia,NA,-26.58333,18.13333,City,195
1237,1464,5652012004,Namibia,565,2012,7,1,4,29,2,2012,29,2,2012,0,Rundu,600,street vendors,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,71,400,403,Rundu,1,Namibia,NA,-17.93333,19.76667,City,300
1238,1465,5652012005,Namibia,565,2012,7,1,5,28,3,2012,28,3,2012,0,Maltahí?he,>50,"residents, Maltahí?he Community Advocacy committee",6,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,0,0,0,NA,0,NA,NA,0,0,NA,229
1239,1466,5652012006,Namibia,565,2012,7,1,6,26,4,2012,26,4,2012,0,Maltahí?he,>50,Community Advocacy Committee (CAC),6,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,0,0,0,NA,0,NA,NA,0,0,NA,229
1240,1467,5652012007,Namibia,565,2012,7,1,7,12,6,2012,12,6,2012,0,Walvis Bay,>50,Walvis Bay municipality workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,30,451,454,Walvis Bay,5,Namibia,NA,-22.9575,14.50528,City,228
1241,1468,5652012008,Namibia,565,2012,7,1,8,11,7,2012,11,7,2012,0,Outapi,>50,football clubs,2,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,308,4,5,Outapi,1,Namibia,NA,-17.5,14.98333,City,298
1242,1469,5652012009,Namibia,565,2012,7,1,9,15,7,2012,18,7,2012,0,Windhoek,200,"Rally for Democracy and Progress (RDP) supporters, other opposition party supporters",4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1243,1470,5652012010,Namibia,565,2012,7,1,10,17,7,2012,1,10,2012,0,Brakwater (outside Windhoek),195,struggle kids,1,4,NA,8,5,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,332,66,69,Brakwater (outside Windhoek),1,Namibia,NA,0,0,NA,229
1244,1471,5652012011,Namibia,565,2012,7,1,11,17,10,2012,17,10,2012,0,Khoma region,300,Namibian National Teachers Union (Nantu),1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,121,192,195,Khoma region,1,Namibia,NA,-2.51517,10.07689,Admin,229 230 264 265
1245,1472,5652012012,Namibia,565,2012,7,1,12,25,10,2012,25,10,2012,1,Swakopmund,100s,residents of Swakopmund DRC informal settlement,4,2,NA,8,1,4,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,28,421,424,Swakopmund,2,Namibia,NA,-22.68333,14.53333,City,228
1246,1473,5652012013,Namibia,565,2012,7,1,13,29,10,2012,8,11,2012,0,"Khomas region and Otjiwarongo, Oshana Region, Oshakati, Ompundja and Onamutai, Omaheke, Karas, Erongo, Ohangwena and Otjozondjupa regions and Windhoek",>1100,"teachers, Teachers Union of Namibia (TUN)",1,NA,NA,8,5,4,2,1,NA,NA,NA,2.9E+11,3E+11,1000-1999,376,193,196,"Khomas region and Otjiwarongo, Oshana Region, Oshakati, Ompundja and Onamutai, Omaheke, Karas, Erongo, Ohangwena and Otjozondjupa regions and Windhoek",1,Namibia,1,0,0,NA,159 160 193 194 195 228 229 230 263 264 265 266 298 299 300 301 333 334 335
1247,1474,5652012014,Namibia,565,2012,7,1,14,8,11,2012,8,11,2012,0,Katutura (township of Windhoek),100s,nurses & healthcare workers,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,372,184,187,Katutura (township of Windhoek),4,Namibia,NA,0,0,NA,229
1248,1475,5652012015,Namibia,565,2012,7,1,15,8,11,2012,8,11,2012,0,Khomasdal and Katutura,1000s,students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,377,195,198,Khomasdal and Katutura,1,Namibia,1,0,0,NA,229
1249,1476,5652012016,Namibia,565,2012,7,1,16,24,11,2012,24,11,2012,0,Okanguati,>50,Himba & Zemba (indigenous groups) members,2,7,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,428,365,368,Okanguati,1,Namibia,NA,0,0,NA,333
1250,1477,5652012017,Namibia,565,2012,7,1,17,5,12,2012,5,12,2012,0,Opuwo,>50,Himba & Zemba (indigenous groups) members,2,7,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,64,374,377,Opuwo,3,Namibia,NA,-18.54247,13.51617,Admin,297 298
1251,1478,5652012018,Namibia,565,2012,7,1,18,17,12,2012,17,12,2012,0,Khorixas,100,residents,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,44,196,199,Khorixas,1,Namibia,NA,-20.36667,14.96667,City,263
1252,1479,5652013001,Namibia,565,2013,7,1,1,11,1,2013,11,1,2013,0,Katutura (township of Windhoek),80,struggle children,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,372,184,187,Katutura (township of Windhoek),4,Namibia,NA,0,0,NA,229
1253,1480,5652013002,Namibia,565,2013,7,1,2,16,1,2013,21,1,2013,0,Outapi,>50,struggle children,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,433,380,383,Outapi,4,Namibia,NA,-17.5,14.98333,City,298
1254,1481,5652013003,Namibia,565,2013,7,1,3,28,1,2013,3,2,2013,0,Eenhana,>800,struggle children,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,85,117,120,Eenhana,1,Namibia,NA,-17.46667,16.33333,City,334
1255,1482,5652013004,Namibia,565,2013,7,1,4,8,2,2013,8,2,2013,0,Windhoek,>50,Home Owners Association (HOA),4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1256,1483,5652013005,Namibia,565,2013,7,1,5,22,2,2013,22,2,2013,0,Windhoek,100s,"women, men, Women's Solidarity",7,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1257,1484,5652013006,Namibia,565,2013,7,1,6,28,2,2013,22,4,2013,1,Katutura (township of Windhoek),>224,"struggle children, Namibian Exile Kids Association (Neka)",1,4,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,372,184,187,Katutura (township of Windhoek),4,Namibia,NA,0,0,NA,229
1258,1485,5652013007,Namibia,565,2013,7,1,7,25,3,2013,25,3,2013,0,Opuwo,100s,indigenous Himba and Zemba communities,2,7,4,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,64,374,377,Opuwo,3,Namibia,NA,-18.54247,13.51617,Admin,297 298
1259,1486,5652013008,Namibia,565,2013,7,1,8,8,7,2013,8,7,2013,0,Windhoek,>200,human resource practitioners,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1260,1487,5652013009,Namibia,565,2013,7,1,9,23,7,2013,23,7,2013,1,Windhoek,<900,taxi drivers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1261,1488,5652013010,Namibia,565,2013,7,1,10,25,9,2013,25,9,2013,0,Outapi,100s,"teachers, students, Namibia National Teachers Union (Nantu)",4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,433,380,383,Outapi,4,Namibia,NA,-17.5,14.98333,City,298
1262,1489,5652013011,Namibia,565,2013,7,1,11,16,10,2013,23,10,2013,0,Swakopmund,>50,DRC residents,4,2,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,28,421,424,Swakopmund,2,Namibia,NA,-22.68333,14.53333,City,228
1263,1490,5652013012,Namibia,565,2013,7,1,12,16,11,2013,16,11,2013,0,Windhoek,100,security guards,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1264,1491,5652013013,Namibia,565,2013,7,1,13,5,12,2013,5,12,2013,0,Windhoek,60,opposition youth,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,33,457,460,Windhoek,44,Namibia,NA,-22.55941,17.08323,City,229
1265,1492,5701999001,Lesotho,570,1999,7,1,1,18,1,1999,18,1,1999,0,Maseru,50,Military Prisoners,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1266,1493,5701999002,Lesotho,570,1999,7,1,2,7,9,1999,7,9,1999,0,Maseru,50+,Women's Groups,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1267,1494,5702000001,Lesotho,570,2000,7,1,1,5,9,2000,5,9,2000,0,Maseru,50+,College Students,6,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1268,1495,5702000002,Lesotho,570,2000,7,1,2,16,11,2000,16,11,2000,1,Maseru,50+,Youth Supporters of Opposition Party,6,4,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1269,1496,5702001001,Lesotho,570,2001,7,1,1,19,9,2001,19,9,2001,0,Maseru,50+,Lesotho Teachers?ó» Trade Union,1,6,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1270,1497,5702001002,Lesotho,570,2001,7,1,2,15,10,2001,15,10,2001,1,Maseru,100+,Lesotho Clothing and Allied Workers Union,1,6,4,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1271,1498,5702002001,Lesotho,570,2002,7,1,1,20,2,2002,20,2,2002,1,Maputsoe,50+,Taxi Operators,4,NA,NA,8,1,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,6,264,267,Maputsoe,1,Lesotho,NA,-28.8866,27.89914,City,164
1272,1499,5702003001,Lesotho,570,2003,7,1,1,5,6,2003,5,6,2003,0,Maseru,50+,Private School Students,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1273,1500,5702003002,Lesotho,570,2003,7,1,2,2,7,2003,2,7,2003,1,Maseru,50+,Street Vendors,4,NA,NA,8,7,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1274,1501,5702003003,Lesotho,570,2003,7,1,3,12,9,2003,12,9,2003,1,Maseru,50+,University Students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1275,1502,5702003004,Lesotho,570,2003,7,1,4,16,10,2003,16,10,2003,0,Maseru,100+,Street Vendors,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1276,1503,5702003005,Lesotho,570,2003,7,1,5,10,11,2003,10,11,2003,0,Maseru,1000s,Textile Factory Workers,1,NA,NA,8,4,7,2,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1277,1507,5702007001,Lesotho,570,2007,7,1,1,15,3,2007,15,3,2007,0,Maseru,20000+,Opposition Party Members and Supporters,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1278,1511,5702011001,Lesotho,570,2011,7,1,1,15,8,2011,17,8,2011,1,national,100+,Textile Factory Workers,1,NA,NA,8,7,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1279,1512,5702011002,Lesotho,570,2011,7,1,2,23,8,2011,23,8,2011,0,Maseru,1000s,Coalition of Concerned Citizens,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,5,269,272,Maseru,13,Lesotho,NA,-29.31667,27.48333,City,163
1280,1516,5712000001,Botswana,571,2000,7,1,1,14,4,2000,14,4,2000,0,Gaborone,50+,University Students,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1281,1517,5712000002,Botswana,571,2000,7,1,2,20,10,2000,20,10,2000,1,Gaborone,100+,University Students,4,1,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1282,1519,5712002001,Botswana,571,2002,7,1,1,21,11,2002,21,11,2002,0,Gaborone,1000s,Workers and Trade Unionists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1283,1520,5712003001,Botswana,571,2003,7,1,1,8,9,2003,8,9,2003,0,Francistown,100+,"Parents, Teachers, and Students",4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,57,128,131,Francistown,1,Botswana,NA,-21.16995,27.50788,City,269
1284,1521,5712004001,Botswana,571,2004,7,1,1,14,1,2004,14,1,2004,0,Tonota,50+,Second Year College Students,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,54,436,439,Tonota,1,Botswana,NA,-21.44236,27.46153,City,268
1285,1522,5712004002,Botswana,571,2004,7,1,2,13,2,2004,13,2,2004,0,Gaborone,2000,Street Vendors and Hawkers,4,3,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1286,1523,5712004003,Botswana,571,2004,7,1,3,14,8,2004,14,8,2004,0,Gaborone,100+,Botswana National Front (BNF) supporters,4,6,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1287,1524,5712004004,Botswana,571,2004,7,1,4,30,8,2004,30,8,2004,1,Gaborone,100+,University Students,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1288,1525,5712004005,Botswana,571,2004,7,1,5,1,9,2004,1,9,2004,0,Gaborone,100+,University Students,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1289,1526,5712004006,Botswana,571,2004,7,1,6,5,10,2004,5,10,2004,0,Gaborone,50+,Teachers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1290,1527,5712005001,Botswana,571,2005,7,1,1,27,9,2005,27,9,2005,1,Central Kalahari Game Reserve,50+,Bushmen Supporters,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,53,87,90,Central Kalahari Game Reserve,1,Botswana,NA,-21.1066,24.0089,Park,267
1291,1528,5712005002,Botswana,571,2005,7,1,2,30,10,2005,30,10,2005,0,Bobonong,50+,Opposition Parties,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,55,61,64,Bobonong,1,Botswana,NA,-21.96554,28.43625,City,269
1292,1529,5712006001,Botswana,571,2006,7,1,1,21,3,2006,29,3,2006,1,Gaborone,100+,University Students,5,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1293,1530,5712006002,Botswana,571,2006,7,1,2,16,6,2006,16,6,2006,0,Mochudi,50+,Botswana National Front Youth League,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,38,286,289,Mochudi,1,Botswana,NA,-24.41667,26.15,City,233
1294,1531,5712006003,Botswana,571,2006,7,1,3,24,10,2006,24,10,2006,0,Selebi-Phikwe,1000+,Trade Unionists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,58,406,409,Selebi-Phikwe,1,Botswana,NA,-21.97895,27.84296,City,269
1295,1532,5712006004,Botswana,571,2006,7,1,4,26,11,2006,26,11,2006,1,Kumakwane,50+,Kumakwane Residents,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,37,225,228,Kumakwane,1,Botswana,NA,-24.65522,25.69918,City,233
1296,1533,5712006005,Botswana,571,2006,7,1,5,2,12,2006,2,12,2006,0,Gaborone,100s,Botswana National Front Party,4,7,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1297,1534,5712007001,Botswana,571,2007,7,1,1,10,1,2007,10,1,2007,0,Gaborone,300,University Students,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1298,1535,5712007002,Botswana,571,2007,7,1,2,29,9,2007,29,9,2007,0,Gaborone,50+,Botswana National Front party members,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1299,1537,5712009001,Botswana,571,2009,7,1,1,30,1,2009,30,1,2009,1,Gaborone,100+,University Students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1300,1538,5712009002,Botswana,571,2009,7,1,2,3,2,2009,3,2,2009,1,Gaborone,100+,University Students,1,4,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1301,1539,5712009003,Botswana,571,2009,7,1,3,15,5,2009,15,5,2009,0,Gaborone,1000+,BNF Members/Supporters,4,6,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1302,1540,5712009004,Botswana,571,2009,7,1,4,11,6,2009,11,6,2009,0,Gaborone,100+,Brewery Employees,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1303,1541,5712009005,Botswana,571,2009,7,1,5,20,6,2009,20,6,2009,0,Gaborone,50+,BNF Supporters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1304,1543,5712011001,Botswana,571,2011,7,1,1,13,5,2011,13,5,2011,1,Molepolole,3000+,Students,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,39,290,293,Molepolole,1,Botswana,NA,-24.40659,25.49508,City,233
1305,1544,5712011002,Botswana,571,2011,7,1,2,14,5,2011,15,5,2011,0,Gaborone,1000+,Opposition Parties,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1306,1545,5712011003,Botswana,571,2011,7,1,3,17,6,2011,17,6,2011,1,Gaborone,1000+,Labour Unions,1,6,4,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,36,132,135,Gaborone,19,Botswana,NA,-24.65451,25.90859,City,233
1307,1549,5722000001,Swaziland,572,2000,7,1,1,19,10,2000,19,10,2000,0,Mbabane,2000,Teachers and Trade Unionists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1308,1550,5722000002,Swaziland,572,2000,7,1,2,23,10,2000,23,10,2000,0,"Mbabane, Manzini",300+,Swaziland Federation of Trade Unions and Swaziland National Teachers Association,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,400,276,279,"Mbabane, Manzini",4,Swaziland,1,0,0,NA,200
1309,1551,5722000003,Swaziland,572,2000,7,1,3,7,11,2000,7,11,2000,0,Mbabane,250,Swaziland Democratic Alliance Members,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1310,1552,5722000004,Swaziland,572,2000,7,1,4,13,11,2000,13,11,2000,0,"Mbabane, Manzini, Nhlengano",1000s,Pro-Democracy Demonstrators,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,401,277,280,"Mbabane, Manzini, Nhlengano",1,Swaziland,1,0,0,NA,200
1311,1553,5722000005,Swaziland,572,2000,7,1,5,4,12,2000,4,12,2000,0,Manzini,50,Women,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1312,1554,5722001001,Swaziland,572,2001,7,1,1,11,11,2001,11,11,2001,0,Mbabane,300,Young Women,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1313,1555,5722002001,Swaziland,572,2002,7,1,1,19,1,2002,19,1,2002,0,Manzini,200,Christians,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1314,1556,5722002002,Swaziland,572,2002,7,1,2,8,11,2002,8,11,2002,0,Mbabane,50+,Swaziland branch of Women in Law in Southern Africa and the Swaziland Action Group against Abuse,7,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1315,1557,5722002003,Swaziland,572,2002,7,1,3,19,12,2002,20,12,2002,0,"Mbabane, Manzini",1000s,Workers and opposition activists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,400,276,279,"Mbabane, Manzini",4,Swaziland,1,0,0,NA,200
1316,1558,5722003001,Swaziland,572,2003,7,1,1,4,3,2003,5,3,2003,0,"Mbabane, Manzini",6000-7000,Federation of Trade Unions,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,400,276,279,"Mbabane, Manzini",4,Swaziland,1,0,0,NA,200
1317,1559,5722003002,Swaziland,572,2003,7,1,2,12,4,2003,12,4,2003,0,Lavumisa,300,People's United Democratic Movement,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,18,233,236,Lavumisa,1,Swaziland,NA,-27.31005,31.89198,City,200
1318,1560,5722003003,Swaziland,572,2003,7,1,3,5,8,2003,5,8,2003,0,Mbabane,5000,Public Sector Workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1319,1561,5722003004,Swaziland,572,2003,7,1,4,12,8,2003,15,8,2003,0,"Mbabane, Manzini",6000,Trade Union Members,4,NA,NA,8,4,3,7,6,NA,NA,NA,2.9E+11,3E+11,5000-10000,400,276,279,"Mbabane, Manzini",4,Swaziland,1,0,0,NA,200
1320,1562,5722004001,Swaziland,572,2004,7,1,1,7,8,2004,7,8,2004,1,Matsapha,50+,Anti-Monarchist Activists,4,NA,NA,8,4,7,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,23,273,276,Matsapha,2,Swaziland,NA,-26.52902,31.30752,Unknown Spot,200
1321,1563,5722004002,Swaziland,572,2004,7,1,2,23,9,2004,23,9,2004,0,Manzini,NA,Women Activists,7,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1322,1564,5722004003,Swaziland,572,2004,7,1,3,26,9,2004,26,9,2004,0,Manzini,1000,Women Activists,7,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1323,1565,5722004004,Swaziland,572,2004,7,1,4,10,11,2004,10,11,2004,0,Mbabane,1000,Union Workers and the Swaziland Federation of Labor,5,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1324,1566,5722005001,Swaziland,572,2005,7,1,1,25,1,2005,25,1,2005,0,Mbabane,400-500,Trade Union Members,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1325,1567,5722005002,Swaziland,572,2005,7,1,2,26,1,2005,26,1,2005,0,Manzini,300,Trade Union Members,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1326,1568,5722005003,Swaziland,572,2005,7,1,3,27,1,2005,27,1,2005,0,Khuphuka,100+,Parents of Primary School Children,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,378,197,200,Khuphuka,1,Swaziland,NA,0,0,NA,200
1327,1569,5722005004,Swaziland,572,2005,7,1,4,12,5,2005,12,5,2005,0,Mbabane,500,Church Groups,4,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
