Deal ID,Is public,Deal scope,Deal size,Current size under contract,Current negotiation status,Current implementation status,Spatial accuracy level,Location 1: Location,Latitude,Longitude,Target country,Intention of investment,Negotiation status,Contract farming,Crops area,Water extraction envisaged,Source of water extraction,Use of irrigation infrastructure,Presence of land conflicts,Year
1242,Yes,transnational,20000,20000,Concluded (Contract signed),None,Administrative region,"Guba, Ethiopia",11.269533,35.287626,Ethiopia,"###Food crops, Agriculture unspecified",2012##Concluded (Contract signed),No,"###Oil Palm, Peanut (groundnut)",Yes,Surface water|River,,,2000
5295,Yes,transnational,1000,1000,Concluded (Contract signed),In operation (production),Administrative region,"Mafinga, Tanzania",-8.302613,35.291743,Tanzania,###Food crops,2012##Concluded (Contract signed),Yes,###Soya Beans,Yes,,,,2000
1564,Yes,transnational,18508,18508,Concluded (Contract signed),Project abandoned,Administrative region,"Cheringoma, Mozambique",-18.534929,35.302723,Mozambique,###Biofuels,2009##Concluded (Contract signed),,###Jatropha,,,,,2000
5291,Yes,domestic,0,0,Concluded (Contract signed),None,Administrative region,"Mufindi, Tanzania",-8.477249,35.302723,Tanzania,###Timber plantation (for wood and fibre),##Concluded (Contract signed),No,"###Eucalyptus, Pine",,,,,2000
1916,Yes,transnational,10000,0,Failed (Negotiations failed),None,Administrative region,"Bahi, Tanzania",-5.983333,35.316667,Tanzania,###Biofuels,2008##Intended (Under negotiation)|2010##Failed (Negotiations failed),Yes,###Jatropha,,,,,2000
3040,Yes,transnational,5000,0,Intended (Under negotiation),None,Administrative region,"Caia, Mozambique",-17.833333,35.333333,Mozambique,###Food crops,##Intended (Under negotiation),,"###Corn (Maize), Soya Beans",,,,,2000
1527,Yes,transnational,5670,5670,Concluded (Contract signed),Project abandoned,Administrative region,"Maxixe, Mozambique",-23.872959,35.34388,Mozambique,##5670#Biofuels,#current#Concluded (Contract signed),,###Jatropha,,,,,2000
3033,Yes,transnational,17000,17000,Failed (Contract cancelled),None,Administrative region,"Caia, Mozambique",-17.81657,35.344921,Mozambique,"###Biofuels, Food crops, Renewable Energy",2011##Concluded (Contract signed)|2018##Failed (Contract cancelled),,"###Bean, Sorghum, Soya Beans, Sugar Cane",,,,,2000
7625,Yes,domestic,20324,20324,Concluded (Contract signed),In operation (production),Exact location,Kenya,-1.398975,35.346625,Kenya,"#current##Tourism, Conservation",2010##Concluded (Contract signed),,,,,,,2000
3265,Yes,transnational,4200,4200,Concluded (Contract signed),None,Administrative region,"Al Qadarif, Sudan",14.024307,35.368568,Sudan,###Food crops,##Concluded (Contract signed),,"###Sorghum, Sun Flower, Wheat",,,,,2000
5135,Yes,transnational,1953,1953,Concluded (Contract signed),In operation (production),Administrative region,"Al Qadarif, Sudan",14.024307,35.368568,Sudan,"###Non-food agricultural commodities, Agriculture unspecified",2012##Concluded (Contract signed),,"###Cotton, Peanut (groundnut), Sun Flower",Yes,,,Yes,2000
5061,Yes,transnational,2024,2024,Concluded (Contract signed),Startup phase (no production),Administrative region,"Massinga, Mozambique",-23.326663,35.374053,Mozambique,###Food crops,##Concluded (Contract signed),No,"###Tea, Vegetables (unspecified)",Yes,,,,2000
7801,Yes,transnational,39881,39881,Concluded (Contract signed),Startup phase (no production),Administrative region,"Inhambane, Mozambique",-23.866215,35.382676,Mozambique,2019###Mining,2019##Concluded (Contract signed),,,,,,,2000
1554,Yes,transnational,6300,6300,Concluded (Contract signed),Project abandoned,Administrative region,"Inhambane, Mozambique",-23.873541,35.38826,Mozambique,###Biofuels,2010##Concluded (Contract signed),No,"###Sun Flower, Jatropha",,,,,2000
4632,Yes,transnational,1574,1574,Concluded (Contract signed),In operation (production),Administrative region,"Gemadro, Ethiopia",7.481208,35.411886,Ethiopia,"###Food crops, Conservation",2008##Concluded (Contract signed),No,###Coffee Plant,,,,,2000
1524,Yes,transnational,200,200,Concluded (Contract signed),Startup phase (no production),Administrative region,"Lichinga, Mozambique",-12.98944,35.41907,Mozambique,###Biofuels,##Concluded (Contract signed),Yes,###Jatropha,,,,,2000
1545,Yes,transnational,80000,80000,Concluded (Contract signed),Project abandoned,Administrative region,"Monte Messangulo, Mozambique",-13.875,35.428611,Mozambique,###Timber plantation (for wood and fibre),2009##Concluded (Contract signed),No,"###Eucalyptus, Pine",,,,,2000
4748,Yes,transnational,0,0,Concluded (Contract signed),Startup phase (no production),Administrative region,"Mara Forest, Kenya",-0.695556,35.519167,Kenya,"###Food crops, Industry",2010##Concluded (Contract signed)|2015##Change of ownership|2015##Concluded (Contract signed),Yes,,,,,,2000
3983,Yes,transnational,17000,0,Intended (Under negotiation),None,Country,Mozambique,-18.665695,35.529562,Mozambique,"###Biofuels, Food crops, Renewable Energy",2013##Intended (Under negotiation),,"###Cassava (Maniok), Rice, Sugar Cane",Yes,Surface water|River,,,2000
4749,Yes,transnational,4000,4000,Concluded (Contract signed),None,Country,Mozambique,-18.665695,35.529562,Mozambique,###Agriculture unspecified,##Concluded (Contract signed),No,###Oil Seeds (unspecified),,,,,2000
5114,Yes,transnational,0,0,Intended (Under negotiation),None,Country,Mozambique,-18.665695,35.529562,Mozambique,###Food crops,2016##Intended (Under negotiation),Yes,###Pulses (unspecified),,,,,2000
5664,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Country,Mozambique,-18.665695,35.529562,Mozambique,###Non-food agricultural commodities,##Concluded (Contract signed),Yes,###Tobacco,,,,,2000
7789,Yes,domestic,200,0,Intended (Expression of interest),None,Approximate location,"Mkongotema, Tanzania",-9.9362,35.534981,Tanzania,"###Livestock, Agriculture unspecified",2015-04-01##Intended (Expression of interest),,,,,,,2000
1241,Yes,transnational,250000,250000,Concluded (Contract signed),Project abandoned,Administrative region,"Bench Maji, Ethiopia",6.631508,35.565786,Ethiopia,"###Biofuels, Food crops, Non-food agricultural commodities, Agriculture unspecified",2007##Concluded (Contract signed),No,"###Jatropha, Oil Palm, Rubber tree, Tea",,,,,2000
1197,Yes,domestic,10000,10000,Concluded (Contract signed),None,Administrative region,"Metekel, Ethiopia",10.780289,35.565786,Ethiopia,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
1198,Yes,domestic,100000,100000,Concluded (Contract signed),Project not started,Administrative region,"Metekel, Ethiopia",10.780289,35.565786,Ethiopia,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
1201,Yes,transnational,80000,80000,Concluded (Contract signed),Project abandoned,Administrative region,"Metekel, Ethiopia",10.780289,35.565786,Ethiopia,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
1252,Yes,transnational,200,200,Concluded (Contract signed),In operation (production),Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Biofuels,2009##Intended (Under negotiation)|2010##Concluded (Contract signed),Yes,###Jatropha,,,,,2000
1308,Yes,transnational,25000,25000,Failed (Contract cancelled),Project abandoned,Administrative region,"Metekel, Ethiopia",10.780289,35.565786,Ethiopia,###Non-food agricultural commodities,2009##Concluded (Contract signed)|2012##Failed (Contract cancelled),,###Cotton,,,,,2000
3816,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Non-food agricultural commodities,2011##Concluded (Contract signed),,###Cotton,,,,,2000
3817,Yes,domestic,5000,5000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Food crops,2003##Concluded (Contract signed),,"###Sesame, Bean",,,,,2000
3818,Yes,domestic,5000,5000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,"###Food crops, Non-food agricultural commodities",2010##Concluded (Contract signed),,"###Cereals (unspecified), Cotton, Oil Seeds (unspecified), Soya Beans",,,,,2000
3822,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,"###Food crops, Non-food agricultural commodities",2011##Concluded (Contract signed),,"###Cotton, Sesame, Soya Beans",,,,,2000
3827,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Agriculture unspecified,2010##Concluded (Contract signed),,###Oil Seeds (unspecified),,,,,2000
3828,Yes,domestic,431,431,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Food crops,2009##Concluded (Contract signed),,"###Fruit (unspecified), Vegetables (unspecified), Food crops (unspecified)",,,,,2000
3830,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,"###Biofuels, Food crops, Non-food agricultural commodities",2011##Concluded (Contract signed),,"###Cotton, Sesame, Soya Beans",,,,,2000
3836,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz, Ethiopia",10.780289,35.565786,Ethiopia,"###Food crops, Non-food agricultural commodities",2011##Concluded (Contract signed),,"###Cotton, Oil Seeds (unspecified), Sesame",,,,,2000
3837,Yes,domestic,3000,3000,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,"###Food crops, Non-food agricultural commodities",2011##Concluded (Contract signed),,"###Cotton, Sesame, Soya Beans",,,,,2000
3838,Yes,domestic,5000,5000,Concluded (Contract signed),In operation (production),Administrative region,"Benishangul-Gumuz Region, Ethiopia",10.780289,35.565786,Ethiopia,###Non-food agricultural commodities,2011##Concluded (Contract signed),,###Cotton,,,,,2000
4379,Yes,domestic,6500,6500,Concluded (Contract signed),None,Administrative region,"Benishangul-Gumuz, Ethiopia",10.780289,35.565786,Ethiopia,###Food crops,##Concluded (Contract signed),,###Food crops (unspecified),,,,,2000
5524,Yes,domestic,895,895,Concluded (Contract signed),In operation (production),Administrative region,"Benishangul-Gumuz, Ethiopia",10.780289,35.565786,Ethiopia,###Food crops,2000##Concluded (Contract signed),No,"###Peanut (groundnut), Corn (Maize), Soya Beans",,,,,2000
6704,Yes,transnational,0,0,Intended (Memorandum of understanding),Startup phase (no production),Administrative region,"Turkana County, Kenya",3.118393,35.598814,Kenya,###Oil / Gas extraction,2019#current#Intended (Memorandum of understanding),No,,,,,Yes,2000
5294,Yes,transnational,313,313,Concluded (Contract signed),In operation (production),Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,"2014#current#313#Livestock, Agriculture unspecified",2014#current#Concluded (Contract signed),Yes,,,,,,2000
7812,Yes,domestic,384,384,Concluded (Contract signed),None,Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,##384#Agriculture unspecified,2017-10-23##Concluded (Contract signed),,,,,,,2000
7813,Yes,domestic,3124,3124,Concluded (Contract signed),None,Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,"###Livestock, Agriculture unspecified",2014-10-07##Concluded (Contract signed),,,,,,,2000
7816,Yes,domestic,505,505,Concluded (Contract signed),None,Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,"###Livestock, Agriculture unspecified",2015-02-24##Concluded (Contract signed),,,,,,,2000
7817,Yes,domestic,218,218,Concluded (Contract signed),None,Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,"###Livestock, Agriculture unspecified",2014-03-10##Concluded (Contract signed),,,,,,,2000
8101,Yes,domestic,0,0,None,In operation (production),Administrative region,"Iringa, Tanzania",-7.768059,35.686072,Tanzania,###Food crops,,Yes,"###Bean, Corn (Maize), Onion, Peas, Tomatoes, Pepper",,,,,2000
5615,Yes,domestic,90,0,Concluded (Contract signed),In operation (production),Administrative region,"Mopeia, Mozambique",-17.97391,35.713385,Mozambique,###Food crops,##Concluded (Contract signed),,"###Tomatoes, Herbs (unspecified), Fruit (unspecified), Potatoes",Yes,Surface water|River,,,2000
3030,Yes,transnational,250,250,Concluded (Contract signed),In operation (production),Administrative region,"Mopeia, Mozambique",-17.98,35.715,Mozambique,"###Biofuels, Food crops, Renewable Energy",2014##Concluded (Contract signed),Yes,"###Rice, Sugar Cane",Yes,Surface water,,,2000
1233,Yes,transnational,4800,4800,Concluded (Contract signed),In operation (production),Administrative region,"Illubabor, Ethiopia",8.505543,35.740688,Ethiopia,"###Food crops, Timber plantation (for wood and fibre)",2000##Concluded (Contract signed),Yes,"###Eucalyptus, Tea",,,,,2000
4378,Yes,transnational,5000,5000,Concluded (Contract signed),None,Administrative region,"Illubabor, Ethiopia",8.505543,35.740688,Ethiopia,###Food crops,##Concluded (Contract signed),,###Tea,,,,,2000
1880,Yes,domestic,7000,7000,Concluded (Contract signed),Project abandoned,Administrative region,"Dodoma, Tanzania",-6.173056,35.741944,Tanzania,###Biofuels,2008##Concluded (Contract signed),,"###Sun Flower, Jatropha",,,,,2000
7811,Yes,domestic,2030,0,Intended (Expression of interest),None,Administrative region,"Nduli, Tanzania",-7.631277,35.759795,Tanzania,###Livestock,2016-10-28##Intended (Expression of interest),,,,,,,2000
7818,Yes,domestic,6330,6330,Concluded (Contract signed),None,Administrative region,"Manyara, Tanzania",-3.6,35.933333,Tanzania,2013-07-18###Agriculture unspecified,2013-07-18##Concluded (Contract signed),,,,,,,2000
7819,Yes,domestic,6330,6330,Concluded (Contract signed),None,Administrative region,"Manyara, Tanzania",-3.6,35.933333,Tanzania,"###Livestock, Agriculture unspecified",2013-07-18##Concluded (Contract signed),,,,,,,2000
7820,Yes,domestic,6330,6330,Concluded (Contract signed),None,Administrative region,"Manyara, Tanzania",-3.6,35.933333,Tanzania,"###Livestock, Agriculture unspecified",2013-07-18##Concluded (Contract signed),,,,,,,2000
3888,Yes,transnational,30000,30000,Concluded (Contract signed),None,Administrative region,"Chita, Tanzania",-8.507263,35.942441,Tanzania,###Food crops,2012##Intended (Under negotiation)|2012-03-30##Concluded (Contract signed),,###Rice,,,,,2000
1369,Yes,transnational,30000,0,Intended (Expression of interest),None,Administrative region,"Eastern Rift Valley, Kenya",0,36,Kenya,###Biofuels,2007##Intended (Expression of interest),Yes,###Jatropha,,,,,2000
8124,Yes,domestic,250,250,Concluded (Contract signed),In operation (production),Approximate location,"Ilula, Tanzania",-7.678373,36.039045,Tanzania,"2017#current#250#Food crops, Livestock",2017#current#Concluded (Contract signed),,2019##16#Seeds Production (unspecified)|2019##170#Corn (Maize)|2020##60#Sun Flower,,,,,2000
3031,Yes,transnational,8789,8789,Concluded (Contract signed),In operation (production),Exact location,"Malanga, Mozambique",-13.475924,36.126022,Mozambique,###Biofuels,2008##Concluded (Contract signed),,###Jatropha,,,,,2000
6799,Yes,domestic,1416,1416,Concluded (Contract signed),In operation (production),Approximate location,"Solai, Kenya",0.002824,36.155898,Kenya,"###Food crops, Livestock, Non-food agricultural commodities",##Concluded (Contract signed),No,"###Coffee Plant, Flowers (unspecified)",Yes,Surface water|River,Yes,Yes,2000
1304,Yes,transnational,50000,50000,Concluded (Contract signed),In operation (production),Administrative region,"Dangur, Ethiopia",11.75,36.183333,Ethiopia,"###Biofuels, Food crops",2010##Concluded (Contract signed),,"###Oil Seeds (unspecified), Pongamia Pinnata",,,,,2000
1910,Yes,transnational,0,0,Concluded (Contract signed),Startup phase (no production),Administrative region,"Ruvuma, Tanzania",-10.687872,36.263085,Tanzania,###Mining,2012##Intended (Under negotiation)|##Concluded (Contract signed),No,,,,,,2000
4757,Yes,transnational,2000,2000,Concluded (Contract signed),In operation (production),Administrative region,"Ruvuma, Tanzania",-10.687872,36.263085,Tanzania,"###Food crops, Conservation",2011##Intended (Expression of interest)|2013-03-11##Concluded (Contract signed),Yes,###Coffee Plant,Yes,Surface water|River,,Yes,2000
1230,Yes,transnational,30000,30000,Concluded (Contract signed),Project abandoned,Administrative region,"Omo, Ethiopia",5.450913,36.263085,Ethiopia,"###Biofuels, Food crops, Agriculture unspecified",2007##Concluded (Contract signed),No,"###Corn (Maize), Jatropha, Oil Palm, Soya Beans, Sugar Cane",Yes,Surface water|River,,,2000
1302,Yes,transnational,10000,10000,Concluded (Contract signed),None,Administrative region,"Omo, Ethiopia",5.450913,36.263085,Ethiopia,###Non-food agricultural commodities,2010##Concluded (Contract signed),,###Cotton,,,,,2000
3851,Yes,transnational,40000,40000,Concluded (Contract signed),Project abandoned,Administrative region,"Omo, Ethiopia",5.450913,36.263085,Ethiopia,###Biofuels,##Concluded (Contract signed),No,###Jatropha,,,,,2000
4623,Yes,domestic,175000,175000,Concluded (Contract signed),In operation (production),Administrative region,"Omo, Ethiopia",5.450913,36.263085,Ethiopia,"###Biofuels, Food crops",2012##Concluded (Contract signed),Yes,###Sugar Cane,Yes,Surface water,,,2000
5928,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Exact location,"Olkaria Route, Nakuru, Kenya",-0.86431,36.299006,Kenya,###Renewable Energy,##Concluded (Contract signed),No,,,,,,2000
4123,Yes,domestic,8000,8000,Concluded (Contract signed),In operation (production),Exact location,"Hell's Gate National Park, Naivasha, Kenya",-0.917073,36.335794,Kenya,###Renewable Energy,2010##Intended (Expression of interest)|2013##Intended (Under negotiation)|2013##Concluded (Contract signed),No,,,,,,2000
1894,Yes,domestic,405,405,Concluded (Contract signed),Project abandoned,Administrative region,"Mofu, Tanzania",-8.290653,36.341331,Tanzania,###Food crops,2001##Concluded (Contract signed),,###Rice,,,,,2000
6075,Yes,transnational,70,70,Concluded (Contract signed),In operation (production),Administrative region,"Nyahururu, Kenya",0.035164,36.364292,Kenya,###Non-food agricultural commodities,2004##Concluded (Contract signed),No,###Flowers (unspecified),Yes,,,,2000
7071,Yes,transnational,1856,1856,Concluded (Contract signed),In operation (production),Approximate location,"Lake Naivasha, Kenya",-0.775384,36.371476,Kenya,"###Food crops, Non-food agricultural commodities",##Concluded (Contract signed)|2007##Change of ownership|##Concluded (Contract signed),,"###Flowers (unspecified), Fruit (unspecified), Vegetables (unspecified)",,,,,2000
6826,Yes,transnational,0,0,Concluded (Contract signed),In operation (production),Exact location,"Naivasha, Kenya",-0.852753,36.378389,Kenya,###Renewable Energy,##Concluded (Contract signed),No,,Yes,,,,2000
6825,Yes,domestic,669,669,Concluded (Contract signed),In operation (production),Exact location,"Naivasha, Kenya",-0.847697,36.380764,Kenya,"###Food crops, Non-food agricultural commodities",2007##Concluded (Contract signed),No,"###Flowers (unspecified), Fruit (unspecified), Vegetables (unspecified)",Yes,Surface water|Lake,Yes,,2000
5178,Yes,domestic,1000,1000,Concluded (Contract signed),In operation (production),Administrative region,"Gera, Ethiopia",7.533333,36.383333,Ethiopia,###Food crops,##Concluded (Contract signed),,###Coffee Plant,Yes,,,,2000
5608,Yes,transnational,1000,1000,Concluded (Contract signed),None,Administrative region,"Majune, Mozambique",-13.276888,36.436436,Mozambique,###Biofuels,##Concluded (Contract signed),,###Jatropha,,,,,2000
5617,Yes,transnational,2000,2000,Concluded (Contract signed),In operation (production),Administrative region,"Majune, Mozambique",-13.276888,36.436436,Mozambique,###Food crops,2004##Concluded (Contract signed),,,Yes,Surface water|River,,,2000
6798,Yes,domestic,0,0,Concluded (Contract signed),In operation (production),Administrative region,"Nyandarua County, Kenya",-0.39941,36.489516,Kenya,###Food crops,##Concluded (Contract signed),Yes,###Fruit (unspecified),,,,,2000
1305,Yes,domestic,28000,28000,Concluded (Contract signed),In operation (production),Administrative region,"Arjo, Ethiopia",8.750656,36.495935,Ethiopia,"###Biofuels, Food crops, Renewable Energy",2012##Concluded (Contract signed),No,###Sugar Cane,Yes,Surface water|River,,,2000
3341,Yes,transnational,4000,4000,Concluded (Contract signed),In operation (production),Administrative region,"Abderafi, Ethiopia",13.75,36.5,Ethiopia,###Food crops,2004##Concluded (Contract signed),,"###Cereals (unspecified), Oleagionous plant",,,,,2000
1218,Yes,transnational,10000,10000,Concluded (Contract signed),Startup phase (no production),Exact location,"Bandira, Ethiopia",8.916667,36.583333,Ethiopia,###Food crops,2010##Concluded (Contract signed),,"###Cereals (unspecified), Pulses (unspecified), Rice",,,,,2000
1616,Yes,domestic,3975,0,Intended (Under negotiation),None,Administrative region,"Zambezia Province, Mozambique",-16.563899,36.609393,Mozambique,###Livestock,2010##Intended (Under negotiation),,,,,,,2000
2377,Yes,domestic,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Zambezia Province, Mozambique",-16.563899,36.609393,Mozambique,###Livestock,2006##Concluded (Contract signed),,,,,,,2000
2379,Yes,transnational,40000,40000,Concluded (Contract signed),None,Administrative region,"Zambezia Province, Mozambique",-16.563899,36.609393,Mozambique,###Tourism,2007##Concluded (Contract signed),,,,,,,2000
5665,Yes,transnational,23000,23000,Concluded (Contract signed),In operation (production),Administrative region,"Zambezia Province, Mozambique",-16.563899,36.609393,Mozambique,###Forest logging / management (for wood and fibre),2005##Concluded (Contract signed),No,###Trees (unspecified),,,,,2000
2373,Yes,domestic,75591,75591,Concluded (Contract signed),In operation (production),Administrative region,"Niassa, Mozambique",-12.78262,36.609393,Mozambique,##75591#Timber plantation (for wood and fibre),2006##Concluded (Contract signed),,###Trees (unspecified),,,,,2000
2375,Yes,transnational,4800,4800,Concluded (Contract signed),In operation (production),Administrative region,"Niassa, Mozambique",-12.78262,36.609393,Mozambique,###Timber plantation (for wood and fibre),2007##Concluded (Contract signed),,"###Eucalyptus, Pine, Trees (unspecified)",,,,,2000
2376,Yes,transnational,28970,28970,Concluded (Contract signed),In operation (production),Administrative region,"Niassa, Mozambique",-12.78262,36.609393,Mozambique,###Timber plantation (for wood and fibre),2006##Concluded (Contract signed),No,"###Eucalyptus, Pine",,,,Yes,2000
5628,Yes,domestic,0,0,Concluded (Contract signed),None,Administrative region,"Niassa Province, Mozambique",-12.78262,36.609393,Mozambique,###Forestry unspecified,##Concluded (Contract signed),No,###Eucalyptus,,,,,2000
5910,Yes,domestic,202,202,Failed (Negotiations failed),Startup phase (no production),Administrative region,"Aberdare Range, Kenya",-0.414551,36.6662,Kenya,"###Forestry unspecified, Conservation",##Intended (Expression of interest)|2007##Concluded (Contract signed)|2017##Contract expired|2017##Intended (Under negotiation)|2019##Failed (Negotiations failed),No,###Bamboo,,,,,2000
1367,Yes,transnational,1745,0,Failed (Negotiations failed),None,Administrative region,"Ngong, Kenya",-1.356212,36.668754,Kenya,"###Food crops, Livestock",2009##Intended (Expression of interest)|2009##Intended (Under negotiation)|2010#current#Failed (Negotiations failed),,"###Rice, Wheat",,,,,2000
6655,Yes,transnational,7000,7000,Concluded (Contract signed),Project not started,Approximate location,"Kiserian, Kenya",-1.425187,36.693651,Kenya,#current##Renewable Energy,#current#Concluded (Contract signed),,,,,,,2000
1547,Yes,transnational,182000,182000,Concluded (Contract signed),Project abandoned,Administrative region,"Namarroi, Mozambique",-15.829214,36.695722,Mozambique,2009##182000#Timber plantation (for wood and fibre),2009##Concluded (Contract signed),No,###Teak,,,,,2000
1572,Yes,transnational,10000,10000,Concluded (Contract signed),In operation (production),Exact location,"Lioma, Mozambique",-15.201718,36.696474,Mozambique,"###Biofuels, Food crops",2012##Change of ownership|2012#current#Concluded (Contract signed)|2009##Concluded (Contract signed),Yes,"###Sesame, Soya Beans, Sun Flower",Yes,,,,2000
4942,Yes,transnational,949,949,Concluded (Contract signed),Startup phase (no production),Administrative region,"Mahenge, Tanzania",-8.682556,36.716919,Tanzania,###Mining,2015##Concluded (Contract signed),No,,Yes,,,,2000
1563,Yes,transnational,10000,10000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Lugela, Mozambique",-16.429122,36.750973,Mozambique,###Biofuels,2010##Concluded (Contract signed),,###Jatropha,,,,,2000
3025,Yes,transnational,10000,10000,Concluded (Contract signed),In operation (production),Administrative region,"Lugela, Mozambique",-16.429122,36.750973,Mozambique,###Biofuels,2010##Concluded (Contract signed),No,"###Cassava (Maniok), Jatropha",,,,,2000
1208,Yes,transnational,11000,11000,Concluded (Contract signed),In operation (production),Administrative region,"Bako, Ethiopia",5.283333,36.766667,Ethiopia,"###Biofuels, Food crops, Agriculture unspecified, Renewable Energy",##Concluded (Contract signed),No,"###Corn (Maize), Oil Palm, Rice, Sugar Cane, Vegetables (unspecified)",Yes,,,,2000
1194,Yes,transnational,5000,5000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Jimma, Ethiopia",7.814373,36.78195,Ethiopia,###Food crops,2007##Concluded (Contract signed),,###Coffee Plant,,,,,2000
4633,Yes,transnational,6685,6685,Concluded (Contract signed),In operation (production),Administrative region,"Agew Awi, Ethiopia",11.071272,36.78195,Ethiopia,###Food crops,2001##Concluded (Contract signed),No,"###Tea, Coffee Plant, Corn (Maize)",Yes,Surface water|River,,,2000
4566,Yes,transnational,60720,60720,Concluded (Contract signed),In operation (production),Exact location,"South Horr, Kenya",2.480894,36.804635,Kenya,###Renewable Energy,2009##Concluded (Contract signed),No,,Yes,Surface water|Lake,,Yes,2000
4722,Yes,transnational,9000,9000,Concluded (Contract signed),In operation (production),Administrative region,"Lioma, Mozambique",-15.176464,36.806184,Mozambique,"#current##Food crops, Non-food agricultural commodities",2014#current#Concluded (Contract signed),No,"###Corn (Maize), Cotton|2013##1700#Soya Beans|2013##400#Rice|2018#current#1500#Soya Beans",,,,,2000
1246,Yes,transnational,5000,5000,Concluded (Contract signed),Project abandoned,Administrative region,"Jimma, Ethiopia",7.673891,36.835793,Ethiopia,###Food crops,2011##Concluded (Contract signed),,###Coffee Plant,,,,,2000
3348,Yes,transnational,8100,8100,Concluded (Contract signed),In operation (production),Administrative region,"Dangla, Ethiopia",11.257149,36.841175,Ethiopia,###Conservation,2006##Concluded (Contract signed),,###Trees (unspecified),,,,,2000
1538,Yes,transnational,3000,3000,Concluded (Contract signed),In operation (production),Administrative region,"Quelimane, Mozambique",-17.876389,36.887222,Mozambique,###Food crops,2008##Concluded (Contract signed),,"###Coconut, Cashew",,,,,2000
1255,Yes,transnational,2000,2000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,2006##Concluded (Contract signed),,,,,,,2000
1265,Yes,domestic,5550,0,Intended (Under negotiation),None,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,2007##Intended (Under negotiation),,,,,,,2000
1266,Yes,domestic,25000,25000,Concluded (Contract signed),Startup phase (no production),Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,2008##Concluded (Contract signed),,,,,,,2000
1268,Yes,domestic,5500,5500,Concluded (Contract signed),Startup phase (no production),Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,"###Food crops, Non-food agricultural commodities, Agriculture unspecified",2005##Concluded (Contract signed),,"###Cotton, Banana, Oil Palm",,,,,2000
1271,Yes,domestic,1500,0,Intended (Under negotiation),None,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,##Intended (Under negotiation),,,,,,,2000
1301,Yes,transnational,50000,0,Intended (Under negotiation),None,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,##Intended (Under negotiation),,###Oleagionous plant,,,,,2000
1318,Yes,transnational,2500,2500,Concluded (Contract signed),None,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Biofuels,2008##Concluded (Contract signed),No,###Jatropha,,,,,2000
3346,Yes,transnational,500,500,Concluded (Contract signed),In operation (production),Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia",6.515691,36.954107,Ethiopia,###Food crops,2005##Concluded (Contract signed),,"###Fruit (unspecified), Vegetables (unspecified)",,,,,2000
